Product ID,Product Position,Price,Competitor's Price,Promotion,Foot Traffic,Consumer Demographics,Product Category,Seasonal,Sales Volume
249,Top Shelf,1549.5,1732.4,Yes,High,Families,Clothing,No,133
250,Top Shelf,1381.32,1494.07,Yes,High,Middle-Aged,Sports,No,129
251,Eye Level,1986.05,1961.36,Yes,Low,Young Adults,Electronics,No,155
252,Top Shelf,1087.27,1237.5,No,Low,Families,Personal Care,Yes,48
253,Floor Level,1877.95,2072.8,Yes,Low,Students,Electronics,Yes,90
254,End Cap,246.75,212.64,Yes,High,Young Adults,Food & Beverages,Yes,265
255,Top Shelf,506.96,469.47,No,Low,Middle-Aged,Sports,No,103
256,Checkout Zone,511.96,592.18,No,High,Students,Food & Beverages,No,204
257,Floor Level,168.87,199.6,No,High,Families,Home & Kitchen,No,114
258,Eye Level,1886.09,2046.35,No,High,Seniors,Sports,No,219
259,Top Shelf,634.78,580.42,Yes,High,Seniors,Sports,Yes,107
260,Top Shelf,1146.65,1363.05,Yes,High,Students,Food & Beverages,No,152
261,End Cap,446.51,480.6,No,Medium,Middle-Aged,Electronics,No,165
262,Top Shelf,1753.56,1606.01,Yes,High,Students,Food & Beverages,No,139
263,End Cap,641.22,749.04,No,Low,Young Adults,Sports,No,159
264,End Cap,823.43,768.89,Yes,Medium,Seniors,Clothing,No,180
265,Checkout Zone,651.42,635.7,No,Medium,Families,Personal Care,Yes,84
266,Floor Level,857.16,897.35,No,Low,Middle-Aged,Electronics,No,56
267,Checkout Zone,625.62,574.74,No,Low,Families,Home & Kitchen,No,56
268,Floor Level,1934.69,2079.0,No,Medium,Families,Food & Beverages,No,95
269,End Cap,1454.61,1485.03,Yes,High,Students,Electronics,Yes,310
270,Entrance Display,1540.46,1531.74,Yes,High,Middle-Aged,Electronics,Yes,224
271,Eye Level,1036.18,1016.1,Yes,High,Families,Sports,No,262
272,Eye Level,1087.81,1081.25,Yes,Low,Students,Sports,No,122
273,Checkout Zone,83.43,94.66,No,High,Middle-Aged,Electronics,Yes,113
274,Checkout Zone,519.89,554.68,Yes,Medium,Seniors,Personal Care,No,170
275,Eye Level,1920.63,1941.08,No,Low,Young Adults,Sports,Yes,140
276,Eye Level,789.56,823.86,No,Low,Young Adults,Sports,Yes,125
277,Eye Level,1698.39,1826.99,No,Medium,Young Adults,Home & Kitchen,Yes,143
278,End Cap,1807.48,1974.31,Yes,High,Families,Personal Care,Yes,244
279,Eye Level,1803.66,1888.84,No,Low,Young Adults,Food & Beverages,Yes,142
280,Entrance Display,1861.31,1777.08,No,High,Middle-Aged,Home & Kitchen,No,217
281,Entrance Display,798.5,885.47,No,High,Seniors,Electronics,Yes,178
282,Top Shelf,1685.42,1633.52,Yes,High,Students,Clothing,No,122
283,Eye Level,1577.92,1590.06,No,Low,Families,Food & Beverages,No,96
284,Eye Level,1606.21,1766.17,No,Low,Seniors,Food & Beverages,No,163
285,Entrance Display,1492.33,1433.89,Yes,Low,Families,Personal Care,No,162
286,Eye Level,220.23,220.42,Yes,High,Students,Home & Kitchen,No,318
287,Eye Level,224.76,234.64,Yes,High,Families,Electronics,No,278
288,Top Shelf,1569.38,1732.12,No,High,Middle-Aged,Home & Kitchen,Yes,106
289,Entrance Display,380.53,359.27,No,Medium,Families,Personal Care,No,132
290,Floor Level,1576.2,1538.99,No,Low,Families,Home & Kitchen,Yes,49
291,Top Shelf,314.2,267.81,Yes,Medium,Seniors,Clothing,No,98
292,Top Shelf,635.85,674.72,Yes,High,Middle-Aged,Clothing,No,170
293,End Cap,1939.01,1845.95,No,High,Middle-Aged,Personal Care,No,172
294,Floor Level,761.78,896.02,No,Low,Students,Home & Kitchen,Yes,10
295,Entrance Display,1908.36,1930.44,Yes,High,Young Adults,Clothing,No,236
296,End Cap,521.94,563.97,No,High,Families,Clothing,Yes,242
297,Top Shelf,1185.38,1229.27,No,High,Seniors,Sports,Yes,112
298,Eye Level,1332.32,1298.02,Yes,High,Students,Electronics,No,295
299,Floor Level,256.59,226.96,No,Low,Students,Sports,Yes,24
300,Top Shelf,812.71,910.5,No,High,Students,Food & Beverages,No,115
301,Eye Level,253.87,252.75,No,Low,Middle-Aged,Personal Care,No,161
302,Floor Level,1579.33,1630.48,No,Medium,Families,Electronics,No,101
303,Entrance Display,671.87,641.7,No,High,Young Adults,Sports,Yes,211
304,Entrance Display,1056.19,1101.78,Yes,Medium,Students,Clothing,No,200
305,End Cap,1278.03,1169.7,No,High,Students,Food & Beverages,No,203
306,Checkout Zone,808.23,886.35,No,Low,Seniors,Sports,Yes,86
307,Checkout Zone,1609.03,1670.03,Yes,Medium,Seniors,Sports,No,139
308,Checkout Zone,1214.09,1291.74,No,High,Young Adults,Personal Care,No,175
309,Top Shelf,1636.79,1795.72,Yes,Medium,Middle-Aged,Personal Care,Yes,135
310,End Cap,278.05,272.67,No,Low,Students,Clothing,No,98
311,Checkout Zone,1170.87,1168.6,Yes,Medium,Middle-Aged,Home & Kitchen,Yes,129
312,Top Shelf,323.58,310.67,No,Medium,Students,Electronics,No,66
313,Eye Level,316.24,359.04,No,High,Families,Clothing,No,210
314,Top Shelf,211.21,181.81,Yes,Low,Seniors,Electronics,No,77
315,End Cap,378.01,381.81,No,High,Students,Electronics,Yes,211
316,Floor Level,1106.98,1234.14,No,High,Families,Home & Kitchen,Yes,67
317,Top Shelf,1485.18,1602.19,Yes,Low,Families,Personal Care,No,56
318,Eye Level,1737.32,1548.1,No,Low,Middle-Aged,Sports,No,198
319,Entrance Display,373.66,335.82,No,Low,Students,Personal Care,No,112
320,Checkout Zone,681.12,746.79,Yes,Medium,Students,Personal Care,Yes,116
321,End Cap,1841.6,2205.08,No,High,Middle-Aged,Food & Beverages,No,236
322,End Cap,1004.44,1056.77,No,Medium,Families,Clothing,No,188
323,Eye Level,835.56,929.5,Yes,High,Families,Personal Care,Yes,310
324,Entrance Display,1475.32,1490.75,Yes,High,Seniors,Electronics,No,220
325,End Cap,1658.45,1696.84,No,Medium,Students,Food & Beverages,No,168
326,Floor Level,139.59,149.24,Yes,Medium,Young Adults,Electronics,Yes,71
327,Top Shelf,51.32,60.83,No,Low,Seniors,Food & Beverages,No,106
328,Eye Level,538.26,527.57,No,High,Middle-Aged,Electronics,No,232
329,Entrance Display,1465.68,1633.25,No,Medium,Young Adults,Food & Beverages,No,122
330,Eye Level,1207.68,1246.09,Yes,Medium,Young Adults,Electronics,No,199
331,Eye Level,1403.36,1427.49,No,Low,Young Adults,Electronics,No,101
332,Floor Level,317.4,355.71,No,Low,Middle-Aged,Electronics,Yes,70
333,Checkout Zone,908.19,1001.6,Yes,High,Students,Sports,No,194
334,End Cap,1798.36,1616.73,Yes,Low,Students,Sports,No,95
335,Floor Level,663.28,596.25,No,Medium,Students,Home & Kitchen,No,60
336,Entrance Display,1703.39,1840.41,Yes,Medium,Middle-Aged,Home & Kitchen,Yes,163
337,Entrance Display,626.31,544.33,No,Low,Families,Sports,Yes,88
338,Checkout Zone,1974.42,2323.64,Yes,Low,Families,Home & Kitchen,No,105
339,Floor Level,1537.32,1820.28,Yes,Low,Seniors,Food & Beverages,Yes,68
340,Eye Level,1037.89,1110.54,No,High,Families,Clothing,No,234
341,Eye Level,591.06,566.51,Yes,High,Middle-Aged,Home & Kitchen,No,340
342,Top Shelf,654.83,656.87,Yes,Low,Young Adults,Food & Beverages,Yes,52
343,Top Shelf,934.08,993.01,Yes,Medium,Middle-Aged,Electronics,Yes,97
344,Entrance Display,1417.92,1286.54,Yes,Medium,Students,Home & Kitchen,No,149
345,End Cap,297.51,334.22,No,Medium,Young Adults,Personal Care,No,158
346,Floor Level,562.75,670.39,Yes,High,Young Adults,Clothing,No,103
347,Checkout Zone,158.11,181.95,No,Low,Young Adults,Home & Kitchen,Yes,73
348,End Cap,135.87,156.53,Yes,Low,Young Adults,Clothing,No,151
349,Top Shelf,398.97,473.23,Yes,Low,Families,Food & Beverages,No,36
350,End Cap,1835.92,1766.11,No,Low,Students,Personal Care,Yes,97
351,Checkout Zone,399.72,452.29,Yes,Low,Families,Personal Care,No,112
352,Floor Level,1128.53,962.4,Yes,Low,Seniors,Home & Kitchen,No,59
353,Entrance Display,954.66,1009.16,Yes,Medium,Students,Food & Beverages,Yes,209
354,Eye Level,96.62,100.44,No,High,Young Adults,Personal Care,Yes,233
355,Entrance Display,1705.56,1883.83,No,Low,Families,Clothing,Yes,113
356,End Cap,231.4,271.3,No,High,Families,Sports,No,262
357,Top Shelf,1182.5,1214.31,Yes,High,Students,Electronics,No,149
358,Entrance Display,511.7,481.69,Yes,Medium,Families,Sports,No,167
359,Floor Level,580.31,508.43,No,Low,Young Adults,Food & Beverages,Yes,71
360,End Cap,958.81,951.41,No,High,Seniors,Food & Beverages,No,233
361,Floor Level,566.77,505.54,No,Low,Students,Electronics,Yes,55
362,Floor Level,227.87,213.49,Yes,Medium,Families,Home & Kitchen,Yes,71
363,Entrance Display,557.33,666.98,No,Low,Students,Sports,Yes,135
364,Eye Level,248.72,280.51,No,Low,Young Adults,Electronics,Yes,114
365,End Cap,1656.16,1623.51,Yes,High,Students,Personal Care,Yes,267
366,Eye Level,435.61,468.76,Yes,Low,Young Adults,Personal Care,Yes,154
367,Eye Level,148.74,174.54,No,Medium,Young Adults,Clothing,No,188
368,End Cap,468.7,429.1,No,Medium,Families,Food & Beverages,Yes,141
369,Checkout Zone,1312.19,1344.49,Yes,High,Families,Food & Beverages,No,186
370,End Cap,1279.97,1447.34,Yes,Low,Families,Sports,No,141
371,Top Shelf,720.87,755.46,No,Medium,Seniors,Home & Kitchen,Yes,80
372,Eye Level,164.25,196.61,No,High,Seniors,Home & Kitchen,Yes,242
373,End Cap,533.32,498.34,Yes,High,Young Adults,Food & Beverages,No,278
374,Floor Level,393.4,415.97,Yes,High,Seniors,Home & Kitchen,Yes,72
375,Entrance Display,1897.74,1987.43,No,High,Families,Home & Kitchen,No,218
376,End Cap,124.03,107.86,No,High,Middle-Aged,Electronics,No,195
377,Eye Level,1839.9,1693.65,No,Low,Seniors,Electronics,Yes,119
378,End Cap,1560.01,1788.19,Yes,Medium,Young Adults,Personal Care,No,210
379,Checkout Zone,706.29,680.09,Yes,Low,Families,Sports,No,102
380,End Cap,485.31,512.55,No,Low,Families,Personal Care,No,90
381,End Cap,1471.22,1739.09,Yes,High,Students,Electronics,Yes,210
382,Checkout Zone,1846.02,2194.25,No,Low,Students,Electronics,No,124
383,End Cap,1503.42,1403.14,No,Medium,Young Adults,Sports,No,180
384,Top Shelf,567.16,531.62,Yes,Low,Seniors,Personal Care,Yes,114
385,Entrance Display,143.89,144.38,Yes,Medium,Families,Clothing,No,215
386,Checkout Zone,247.79,252.21,No,High,Middle-Aged,Food & Beverages,No,147
387,Eye Level,625.07,601.04,Yes,Low,Families,Food & Beverages,Yes,168
388,Checkout Zone,709.0,847.15,Yes,Medium,Young Adults,Clothing,Yes,155
389,Checkout Zone,356.35,315.53,No,Low,Students,Sports,No,104
390,Entrance Display,629.93,556.59,No,Medium,Students,Home & Kitchen,No,136
391,End Cap,753.62,753.37,Yes,Medium,Families,Food & Beverages,Yes,212
392,Eye Level,383.12,364.78,Yes,Low,Families,Electronics,No,132
393,Top Shelf,1003.74,1085.41,No,Low,Seniors,Clothing,No,50
394,End Cap,137.0,137.54,No,Medium,Middle-Aged,Personal Care,Yes,144
395,End Cap,217.13,210.69,Yes,High,Middle-Aged,Home & Kitchen,Yes,231
396,Top Shelf,1932.97,2107.85,No,Medium,Students,Food & Beverages,No,107
397,Floor Level,819.87,941.93,Yes,Low,Students,Sports,Yes,18
398,Eye Level,387.11,462.41,No,Low,Middle-Aged,Food & Beverages,Yes,125
399,Top Shelf,1977.15,1981.87,Yes,High,Seniors,Sports,Yes,162
400,Eye Level,1134.91,1183.96,No,Medium,Students,Clothing,Yes,201
401,Entrance Display,269.41,243.11,No,High,Young Adults,Electronics,Yes,153
402,Floor Level,1761.89,1660.49,No,High,Families,Home & Kitchen,No,73
403,Eye Level,587.06,528.56,Yes,High,Families,Personal Care,Yes,283
404,Eye Level,1845.63,2148.24,No,Low,Seniors,Personal Care,No,107
405,Floor Level,1723.56,1878.16,No,Low,Families,Personal Care,No,84
406,Entrance Display,1229.71,1083.68,No,Medium,Middle-Aged,Clothing,No,180
407,Checkout Zone,1650.98,1701.08,No,Low,Families,Food & Beverages,Yes,112
408,End Cap,1756.6,1616.52,Yes,Low,Middle-Aged,Electronics,No,152
409,Eye Level,1424.04,1346.99,No,Medium,Young Adults,Sports,Yes,151
410,End Cap,1003.13,1009.29,No,Medium,Students,Home & Kitchen,No,159
411,Floor Level,1683.42,1583.31,Yes,High,Young Adults,Food & Beverages,Yes,117
412,End Cap,1371.51,1294.95,Yes,Medium,Students,Electronics,Yes,202
413,Top Shelf,1312.37,1391.64,Yes,Low,Seniors,Sports,No,83
414,Top Shelf,1710.59,1728.81,No,Low,Families,Personal Care,No,90
415,Checkout Zone,64.33,77.18,Yes,Medium,Seniors,Personal Care,Yes,125
416,Top Shelf,705.75,668.18,Yes,Medium,Seniors,Personal Care,No,102
417,End Cap,1058.72,988.96,Yes,Low,Students,Clothing,No,152
418,Entrance Display,1456.5,1572.13,Yes,Medium,Seniors,Clothing,No,141
419,Top Shelf,1186.9,1422.1,Yes,Low,Students,Sports,No,61
420,Entrance Display,1039.26,1190.88,No,High,Students,Food & Beverages,No,208
421,Eye Level,299.49,281.68,No,High,Seniors,Sports,Yes,235
422,End Cap,485.49,560.74,No,Medium,Seniors,Personal Care,No,147
423,Checkout Zone,954.33,850.52,No,Low,Students,Electronics,No,101
424,End Cap,1741.62,1713.03,Yes,Medium,Families,Electronics,Yes,180
425,End Cap,718.21,858.63,Yes,Medium,Middle-Aged,Electronics,No,224
426,Floor Level,661.16,575.41,Yes,Medium,Seniors,Food & Beverages,Yes,118
427,Checkout Zone,1004.68,1122.48,Yes,Low,Families,Clothing,No,119
428,Top Shelf,59.1,61.28,No,High,Seniors,Electronics,No,132
429,Checkout Zone,84.94,72.32,Yes,High,Seniors,Personal Care,Yes,195
430,Eye Level,1031.51,987.3,No,Low,Young Adults,Personal Care,No,156
431,Top Shelf,895.65,976.59,No,Low,Seniors,Food & Beverages,Yes,39
432,Top Shelf,495.42,547.2,Yes,Low,Middle-Aged,Sports,Yes,114
433,Checkout Zone,290.17,318.86,Yes,Low,Students,Home & Kitchen,Yes,84
434,Checkout Zone,1340.84,1446.43,Yes,Low,Young Adults,Sports,Yes,125
435,Top Shelf,791.49,824.38,No,Medium,Young Adults,Personal Care,No,85
436,Entrance Display,1341.84,1267.36,Yes,High,Middle-Aged,Clothing,Yes,214
437,Checkout Zone,601.28,676.24,Yes,Medium,Seniors,Home & Kitchen,Yes,154
438,Floor Level,625.93,540.67,No,Medium,Middle-Aged,Sports,No,82
439,Floor Level,55.34,60.05,Yes,Low,Middle-Aged,Electronics,Yes,76
440,Entrance Display,1814.32,1951.33,Yes,Medium,Seniors,Personal Care,No,149
441,Eye Level,1635.7,1890.79,Yes,Medium,Families,Sports,Yes,205
442,Eye Level,68.86,61.87,Yes,High,Middle-Aged,Personal Care,No,315
443,Top Shelf,1763.03,1555.93,No,Medium,Families,Personal Care,No,98
444,Entrance Display,1609.8,1733.91,No,Low,Young Adults,Food & Beverages,Yes,116
445,End Cap,861.25,910.14,Yes,High,Families,Personal Care,Yes,254
446,Entrance Display,992.01,1012.69,Yes,Medium,Families,Electronics,Yes,163
447,Floor Level,74.1,85.51,No,High,Students,Food & Beverages,No,93
448,Checkout Zone,894.05,987.32,Yes,Medium,Seniors,Sports,No,123
449,End Cap,72.71,85.58,Yes,High,Middle-Aged,Electronics,No,282
450,Floor Level,695.24,658.64,Yes,High,Middle-Aged,Home & Kitchen,No,81
451,Top Shelf,203.72,204.83,Yes,High,Families,Personal Care,Yes,108
452,Top Shelf,250.15,248.73,Yes,High,Students,Electronics,Yes,158
453,Checkout Zone,1785.72,1869.32,No,High,Seniors,Electronics,Yes,132
454,Top Shelf,1142.29,1218.73,No,Medium,Seniors,Sports,No,46
455,Eye Level,1530.67,1419.87,Yes,Medium,Seniors,Home & Kitchen,No,207
456,Entrance Display,139.27,126.38,Yes,Low,Families,Electronics,No,144
457,Checkout Zone,415.71,488.7,Yes,Medium,Middle-Aged,Sports,No,158
458,Eye Level,140.68,150.76,No,High,Students,Electronics,No,270
459,Top Shelf,1929.52,1643.02,Yes,High,Students,Clothing,Yes,190
460,Entrance Display,1474.46,1319.54,Yes,Medium,Students,Home & Kitchen,No,189
461,Checkout Zone,866.4,921.11,No,High,Seniors,Personal Care,No,157
462,End Cap,854.85,936.07,Yes,High,Students,Personal Care,No,244
463,Entrance Display,441.73,471.97,Yes,Medium,Middle-Aged,Sports,Yes,157
464,Checkout Zone,1435.19,1602.06,No,High,Families,Home & Kitchen,No,114
465,Entrance Display,1761.08,1757.27,No,Low,Middle-Aged,Electronics,Yes,93
466,End Cap,1512.86,1371.15,No,Medium,Seniors,Food & Beverages,Yes,159
467,Entrance Display,447.8,465.45,No,Medium,Students,Food & Beverages,No,143
468,End Cap,1401.23,1214.09,No,Medium,Families,Clothing,No,151
469,Checkout Zone,75.28,70.61,Yes,High,Families,Food & Beverages,No,221
470,Checkout Zone,1563.49,1856.65,Yes,Medium,Families,Food & Beverages,Yes,120
471,End Cap,1483.4,1322.86,Yes,Low,Middle-Aged,Food & Beverages,No,117
472,Eye Level,959.35,1130.23,No,Low,Middle-Aged,Personal Care,Yes,137
473,Entrance Display,1006.57,1057.34,No,Medium,Students,Food & Beverages,Yes,168
474,Checkout Zone,1583.2,1434.03,Yes,High,Students,Clothing,Yes,208
475,Floor Level,1772.62,1918.27,Yes,Medium,Students,Home & Kitchen,No,78
476,Checkout Zone,273.71,265.8,Yes,Low,Students,Home & Kitchen,Yes,115
477,Eye Level,793.68,895.8,No,Low,Seniors,Electronics,No,107
478,Checkout Zone,999.27,953.06,No,High,Middle-Aged,Personal Care,Yes,172
479,Eye Level,1944.68,2179.33,Yes,High,Middle-Aged,Sports,No,299
480,Eye Level,1098.62,1204.04,Yes,High,Families,Sports,Yes,292
481,Entrance Display,96.32,106.04,Yes,Low,Seniors,Home & Kitchen,Yes,128
482,Checkout Zone,1826.42,1813.04,Yes,Medium,Families,Clothing,No,153
483,Eye Level,1362.93,1413.62,No,High,Students,Electronics,Yes,232
484,Floor Level,615.18,670.58,Yes,High,Young Adults,Personal Care,No,106
485,Top Shelf,1653.14,1423.0,No,Low,Families,Home & Kitchen,No,52
486,Entrance Display,631.21,732.48,Yes,High,Seniors,Electronics,Yes,225
487,Eye Level,59.81,63.33,Yes,High,Middle-Aged,Sports,No,284
488,End Cap,1815.97,2084.75,No,Low,Middle-Aged,Food & Beverages,Yes,109
489,Checkout Zone,428.94,391.83,No,High,Students,Clothing,Yes,179
490,Floor Level,538.84,495.25,Yes,High,Families,Personal Care,No,82
491,End Cap,245.09,261.47,Yes,Low,Students,Sports,No,130
492,Entrance Display,1152.83,1126.98,Yes,Medium,Families,Food & Beverages,Yes,194
493,Floor Level,1582.04,1739.09,Yes,High,Middle-Aged,Sports,No,78
494,Top Shelf,918.45,1029.74,No,Medium,Students,Electronics,Yes,104
495,Entrance Display,1691.5,1946.15,Yes,Low,Young Adults,Sports,Yes,132
496,Eye Level,1634.65,1720.66,Yes,High,Middle-Aged,Electronics,No,284
497,Checkout Zone,1325.12,1195.29,No,Medium,Seniors,Food & Beverages,No,125
498,Checkout Zone,823.73,844.95,Yes,High,Middle-Aged,Home & Kitchen,Yes,228
499,Checkout Zone,920.13,839.8,Yes,High,Families,Personal Care,Yes,166
500,End Cap,501.91,473.06,No,Low,Young Adults,Sports,Yes,67
